,course_name,instructor,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,students_count
165,"DevOps: CI/CD with Jenkins pipelines, Maven, Gradle","TetraNoodle Team, Manuj Aggarwal",4.2,11512.0,3.5 total hours,30 lectures,All Levels,319.99,1399.99,"43,350 students"
166,"GitLab CI: Pipelines, CI/CD and DevOps for Beginners","Valentin Despa, Valentin Despa (Support)",4.6,11439.0,5.5 total hours,81 lectures,Intermediate,269.99,419.99,"64,141 students"
167,Core Java Made Easy (Covers the latest Java 17),Bharath Thippireddy,4.4,11406.0,27.5 total hours,537 lectures,All Levels,269.99,419.99,"62,405 students"
168,Programming with Python : HandsOn Introduction for Beginners,Febin George,4.4,11330.0,3.5 total hours,35 lectures,Beginner,269.99,1299.99,"152,976 students"
169,Node.js: The Complete Guide to Build RESTful APIs (2018),Mosh Hamedani,4.8,11316.0,15 total hours,224 lectures,Intermediate,319.99,1399.99,"47,555 students"
170,Data Science: Natural Language Processing (NLP) in Python,Lazy Programmer Inc.,4.6,11204.0,12 total hours,88 lectures,All Levels,319.99,1599.99,"42,975 students"
171,SOLID Principles: Introducing Software Architecture & Design,Sujith George,4.6,11179.0,2 total hours,28 lectures,Beginner,199.99,229.99,"40,900 students"
172,Unreal Engine 4: How to Develop Your First Two Games,"Christopher Murphy, Epic Games",4.4,10915.0,15.5 total hours,85 lectures,Beginner,319.99,1599.99,"62,660 students"
173,"Python for Data Structures, Algorithms, and Interviews!",Jose Portilla,4.5,10909.0,17 total hours,228 lectures,Intermediate,269.99,1299.99,"76,497 students"
174,The Complete iOS 10 & Swift 3 Developer Course,"Rob Percival, Codestars • over 2 million students worldwide!",4.6,10827.0,30 total hours,223 lectures,All Levels,319.99,1399.99,"62,788 students"
175,AWS CloudFormation Master Class v2 [2022],"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",4.7,10792.0,7 total hours,113 lectures,All Levels,269.99,799.99,"51,919 students"
176,Advanced React and Redux,Stephen Grider,4.4,10733.0,21 total hours,240 lectures,Intermediate,349.99,819.99,"82,251 students"
177,Learn Spring Boot in 100 Steps - No 1 Java Framework,in28Minutes Official,4.5,10650.0,15.5 total hours,157 lectures,All Levels,269.99,1299.99,"71,405 students"
178,The Modern Javascript Bootcamp Course (2022),"Colt Steele, Stephen Grider",4.7,10540.0,52 total hours,483 lectures,All Levels,349.99,1699.99,"57,794 students"
179,"JSP, Servlets and JDBC for Beginners: Build a Database App",Chad Darby,4.6,10485.0,9 total hours,118 lectures,All Levels,269.99,1399.99,"47,614 students"
180,Complete UiPath RPA Developer Course: Build 7 Robots,Leon Petrou,4.6,10461.0,32.5 total hours,398 lectures,All Levels,269.99,1399.99,"41,942 students"
181,Typescript: The Complete Developer's Guide,Stephen Grider,4.7,10422.0,24.5 total hours,284 lectures,All Levels,319.99,1599.99,"61,895 students"
182,Android Java Masterclass - Become an App Developer,"Tim Buchalka, Jean-Paul Roberts, Tim Buchalka's Learn Programming Academy",4.5,10263.0,60.5 total hours,323 lectures,All Levels,269.99,719.99,"67,801 students"
183,Pre-Programming: Everything you need to know before you code,Evan Kimbrell,4.7,10229.0,6.5 total hours,87 lectures,Beginner,319.99,779.99,"116,463 students"
184,Progressive Web Apps (PWA) - The Complete Guide,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",4.6,10205.0,16 total hours,208 lectures,All Levels,269.99,849.99,"59,273 students"
185,RPG Core Combat Creator: Learn Intermediate Unity C# Coding,"Ben Tristem, Rick Davidson, Sam Pattuzzi, GameDev.tv Team",4.8,10161.0,27.5 total hours,189 lectures,Intermediate,269.99,1299.99,"97,911 students"
186,"The Complete PL/SQL Bootcamp : ""Beginner to Advanced PL/SQL""","Oracle Master Training | 175,000+ Students Worldwide, Code Star Academy",4.4,10144.0,26 total hours,202 lectures,All Levels,349.99,1699.99,"53,760 students"
187,Statistics for Business Analytics and Data Science A-Z™,"Kirill Eremenko, Ligency I Team, Ligency Team",4.5,10130.0,6 total hours,42 lectures,All Levels,319.99,1699.99,"56,841 students"
188,C++: From Beginner to Expert,Arkadiusz Włodarczyk,4.3,10065.0,17.5 total hours,95 lectures,All Levels,269.99,1199.99,"49,512 students"
189,Practice Java by Building Projects,Tim Short,4.2,9963.0,3.5 total hours,39 lectures,All Levels,199.99,229.99,"117,515 students"
190,GitHub Ultimate: Master Git and GitHub - Beginner to Expert,Jason Taylor,4.5,9878.0,6.5 total hours,152 lectures,All Levels,269.99,719.99,"57,148 students"
191,2022 Python for Machine Learning & Data Science Masterclass,Jose Portilla,4.7,9855.0,44 total hours,231 lectures,All Levels,269.99,1299.99,"76,171 students"
192,Design Patterns in C# and .NET,Dmitri Nesteruk,4.4,9849.0,20.5 total hours,173 lectures,Intermediate,269.99,719.99,"67,007 students"
193,Xamarin Forms: Build Native Cross-platform Apps with C#,Mosh Hamedani,4.3,9740.0,7.5 total hours,117 lectures,All Levels,269.99,1399.99,"45,457 students"
194,Microservices Software Architecture: Patterns and Techniques,Binary Brain,3.5,9673.0,1 total hour,23 lectures,All Levels,269.99,529.99,"42,565 students"
195,Selenium WebDriver with Java for beginners,Dmitry Shyshkin,4.5,9609.0,6.5 total hours,42 lectures,Beginner,319.99,619.99,"32,419 students"
196,Selenium WebDriver 4 With Java - Novice To Ninja + Interview,Lets Kode It,4.6,9609.0,44 total hours,290 lectures,All Levels,269.99,1299.99,"37,114 students"
197,"Modern JavaScript (Complete guide, from Novice to Ninja)",The Net Ninja (Shaun Pelling),4.7,9572.0,20.5 total hours,188 lectures,All Levels,349.99,719.99,"30,793 students"
198,Ethereum Blockchain Developer Bootcamp With Solidity (2022),"Ravinder Deol, Thomas Wiesner, Haseeb Chaudhry",4.5,9473.0,23.5 total hours,264 lectures,All Levels,319.99,1599.99,"57,802 students"
199,GraphQL with React: The Complete Developers Guide,Stephen Grider,4.3,9436.0,13.5 total hours,116 lectures,Intermediate,269.99,849.99,"57,935 students"
200,Python for Beginners with Examples,Ardit Sulce,4.1,9376.0,4.5 total hours,84 lectures,Beginner,319.99,529.99,"94,684 students"
201,Artificial Intelligence: Reinforcement Learning in Python,"Lazy Programmer Team, Lazy Programmer Inc.",4.7,9322.0,14.5 total hours,111 lectures,Intermediate,619.99,765.8469641367806,"42,894 students"
202,Cypress -Modern Automation Testing from Scratch + Frameworks,Rahul Shetty,4.6,9194.0,17.5 total hours,102 lectures,All Levels,319.99,1599.99,"44,447 students"
203,The Advanced Web Developer Bootcamp,"Colt Steele, Elie Schoppik, Tim Garcia, Matt Lane",4.4,9110.0,34 total hours,391 lectures,Intermediate,269.99,1299.99,"76,647 students"
204,Front End Web Development Ultimate Guide,Learn Tech Plus,4.2,9014.0,92.5 total hours,690 lectures,All Levels,269.99,1299.99,"509,578 students"
205,Teach Your Kids to Code: Learn to Program Python at Any Age!,Bryson Payne,4.5,8986.0,8 total hours,113 lectures,All Levels,269.99,319.99,"34,959 students"
206,Robot Framework 2022 Test Automation - Level 1 ( Selenium ),Bryan Lamb,4.6,8962.0,7 total hours,75 lectures,Beginner,319.99,629.99,"35,943 students"
207,React Front To Back,Brad Traversy,4.4,8886.0,14 total hours,91 lectures,All Levels,319.99,749.99,"33,448 students"
208,Quick Introduction to Postman and API Testing for Beginners,"Valentin Despa, Valentin Despa (Support)",4.6,8848.0,3 total hours,51 lectures,All Levels,199.99,229.99,"48,791 students"
209,The Complete Android 12 & Kotlin Development Masterclass,"Denis Panjuta, Tutorials.eu by Denis Panjuta",4.6,8760.0,47.5 total hours,299 lectures,All Levels,319.99,1399.99,"47,427 students"
210,"50 Projects In 50 Days - HTML, CSS & JavaScript","Brad Traversy, Florin Pop",4.6,8738.0,18.5 total hours,164 lectures,Beginner,269.99,719.99,"56,878 students"
211,Data Science: Deep Learning and Neural Networks in Python,Lazy Programmer Inc.,4.7,8707.0,11.5 total hours,89 lectures,Intermediate,229.99,1199.99,"50,927 students"
212,Master Hibernate and JPA with Spring Boot in 100 Steps,in28Minutes Official,4.5,8695.0,14 total hours,164 lectures,All Levels,269.99,1399.99,"60,196 students"
213,Python 3: Deep Dive (Part 1 - Functional),Fred Baptiste,4.8,8691.0,46 total hours,161 lectures,Intermediate,319.99,1599.99,"43,175 students"
214,Python for Computer Vision with OpenCV and Deep Learning,Jose Portilla,4.6,8637.0,14 total hours,92 lectures,Intermediate,319.99,1699.99,"46,468 students"
215,Python OOP : Four Pillars of OOP in Python 3 for Beginners,Febin George,4.5,8579.0,2.5 total hours,25 lectures,Beginner,269.99,1399.99,"80,808 students"
216,Web Development Masterclass - Online Certification Course,YouAccel Training,4.5,8559.0,26 total hours,398 lectures,All Levels,319.99,1599.99,"433,507 students"
217,Unit Testing for C# Developers,Mosh Hamedani,4.6,8522.0,6 total hours,86 lectures,All Levels,269.99,1299.99,"41,278 students"
218,Next.js & React - The Complete Guide (incl. Two Paths!),Maximilian Schwarzmüller,4.8,8469.0,25 total hours,275 lectures,All Levels,319.99,1599.99,"55,586 students"
219,Complete Java SE 8 Developer Bootcamp - OCA Prep Included,"Intertech Training, Jeff Jensen",4.6,8445.0,12 total hours,165 lectures,All Levels,319.99,719.99,"31,296 students"
220,Learn Git by Doing: A step-by-step guide to version control,"Codingdojo, Inc.",4.4,8400.0,1.5 total hours,25 lectures,Beginner,269.99,479.99,"20,414 students"
221,Unreal Engine 5: The Complete Beginner's Course,David Nixon,4.6,8391.0,10 total hours,79 lectures,All Levels,269.99,1299.99,"46,194 students"
222,Software Engineering 101: Plan and Execute Better Software.,Kurt Anderson,4.4,8370.0,8.5 total hours,93 lectures,All Levels,269.99,479.99,"33,260 students"
223,NestJS Zero to Hero - Modern TypeScript Back-end Development,Ariel Weinberger,4.6,8190.0,9 total hours,136 lectures,All Levels,269.99,319.99,"108,604 students"
224,Python for beginners - Learn all the basics of python,Yassin Marco,4.3,8176.0,5 total hours,30 lectures,Beginner,269.99,679.99,"282,626 students"
225,Microservices: Designing Highly Scalable Systems,Sean Campbell,4.4,8174.0,1.5 total hours,22 lectures,Beginner,269.99,819.99,"27,109 students"
226,R Programming: Advanced Analytics In R For Data Science,"Kirill Eremenko, Ligency I Team, Ligency Team",4.6,8162.0,6 total hours,54 lectures,Intermediate,319.99,1599.99,"57,444 students"
227,Bash Shell Scripting: Crash Course For Beginners,Francesco Santi,4.6,8135.0,5.5 total hours,75 lectures,All Levels,319.99,1599.99,"27,120 students"
228,Learn JAVA Programming - Beginner to Master,Abdul Bari,4.5,8130.0,61.5 total hours,333 lectures,All Levels,269.99,1399.99,"36,293 students"
229,Complete guide to ASP.NET Core MVC (.NET 6),Bhrugen Patel,4.5,8119.0,14.5 total hours,199 lectures,Intermediate,269.99,1299.99,"41,358 students"
230,"React, NodeJS, Express & MongoDB - The MERN Fullstack Guide","Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller, Manuel Lorenz",4.6,8072.0,19 total hours,208 lectures,All Levels,319.99,999.99,"47,594 students"
231,Coding for Beginners 1: You Can Learn to Code!,Applause Interactive,4.6,8071.0,11.5 total hours,51 lectures,Beginner,269.99,1299.99,"25,524 students"
232,Go Java Full Stack with Spring Boot and Angular,in28Minutes Official,4.5,8052.0,11.5 total hours,131 lectures,All Levels,319.99,1399.99,"68,859 students"
233,"Java Multithreading, Concurrency & Performance Optimization",Michael Pogrebinsky | Software Architecture & Java Programming Expert,4.6,7988.0,4.5 total hours,34 lectures,All Levels,269.99,1399.99,"46,082 students"
234,Tensorflow 2.0: Deep Learning and Artificial Intelligence,"Lazy Programmer Inc., Lazy Programmer Team",4.6,7984.0,22.5 total hours,135 lectures,All Levels,269.99,1399.99,"39,357 students"
235,Shell Scripting: Discover How to Automate Command Line Tasks,Jason Cannon,4.5,7975.0,6 total hours,48 lectures,All Levels,269.99,679.99,"48,901 students"
236,Node JS: Advanced Concepts,Stephen Grider,4.7,7966.0,16 total hours,169 lectures,Intermediate,319.99,749.99,"51,485 students"
237,Python for Beginners,Navin Reddy,4.5,7947.0,11 total hours,78 lectures,Beginner,199.99,229.99,"98,857 students"
238,Python Network Programming for Network Engineers (Python 3),"David Bombal, Experts with David Bombal",4.7,7866.0,13 total hours,171 lectures,Beginner,269.99,419.99,"269,484 students"
239,Interactive Python Dashboards with Plotly and Dash,Jose Portilla,4.6,7857.0,9.5 total hours,69 lectures,Intermediate,269.99,1399.99,"42,511 students"
240,Learn Object Oriented PHP By Building a Complete Website,"Eduonix Learning Solutions, Eduonix-Tech .",3.9,7805.0,4.5 total hours,33 lectures,All Levels,199.99,229.99,"112,974 students"
241,Advanced Javascript,Asim Hussain,4.6,7745.0,6.5 total hours,47 lectures,Intermediate,319.99,479.99,"31,702 students"
242,Learn Cucumber BDD with Java -MasterClass Selenium Framework,Rahul Shetty,4.5,7674.0,13.5 total hours,85 lectures,All Levels,319.99,1599.99,"40,043 students"
243,"Angular (Full App) with Angular Material, Angularfire & NgRx","Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",4.6,7646.0,11.5 total hours,140 lectures,All Levels,269.99,819.99,"40,204 students"
244,Python and Flask Bootcamp: Create Websites using Flask!,Jose Portilla,4.7,7582.0,20 total hours,127 lectures,All Levels,319.99,1399.99,"41,015 students"
245,"HTML, CSS, & JavaScript - Certification Course for Beginners",YouAccel Training,4.3,7501.0,5.5 total hours,113 lectures,Beginner,319.99,999.99,"263,090 students"
246,The Complete Developers Guide to MongoDB,Stephen Grider,4.4,7489.0,13.5 total hours,130 lectures,All Levels,319.99,849.99,"48,964 students"
247,Microservices with Spring Cloud,Ken Krueger,4.3,7466.0,4.5 total hours,30 lectures,Intermediate,269.99,319.99,"31,185 students"
248,Easy to Advanced Data Structures,William Fiset,4.3,7458.0,8.5 total hours,48 lectures,All Levels,229.99,1199.99,"89,116 students"
249,30 Days of Python | Unlock your Python Potential,Justin Mitchel,4.3,7401.0,9.5 total hours,45 lectures,All Levels,269.99,1399.99,"195,047 students"
250,Complete Python Programming Masterclass Beginner to Advanced,"Kyle Pew, Office Newb",4.6,7388.0,7 total hours,109 lectures,All Levels,269.99,1399.99,"23,437 students"
251,"The Modern React Bootcamp (Hooks, Context, NextJS, Router)",Colt Steele,4.5,7291.0,39 total hours,313 lectures,Beginner,269.99,1299.99,"38,448 students"
252,Introduction to Windows PowerShell 5.1,"Paul Hill, Robert Hill",4.4,7289.0,7.5 total hours,77 lectures,All Levels,319.99,1399.99,"36,155 students"
253,The Complete Android Kotlin Developer Course,Dr. Hussein Alrubaye,4.0,7280.0,27 total hours,155 lectures,All Levels,199.99,229.99,"146,266 students"
254,POSTMAN API Testing - Step by Step for Beginners,Raghav Pal,4.3,7241.0,5 total hours,39 lectures,All Levels,269.99,319.99,"27,905 students"
255,Design Patterns in Java,Dmitri Nesteruk,4.4,7182.0,10.5 total hours,123 lectures,Intermediate,269.99,719.99,"45,335 students"
256,Modern Java - Learn Java 8 features by coding it,Pragmatic Code School,4.5,7180.0,11 total hours,104 lectures,All Levels,269.99,1299.99,"33,196 students"
257,DP-900 Azure Data Fundamentals Exam Prep In One Day AUG 2022,"Scott Duffy  • 800.000+ Students, Software Architect.ca",4.5,7169.0,3.5 total hours,39 lectures,Beginner,269.99,319.99,"37,377 students"
258,The Complete 2022 Web Development Course - Build 15 Projects,Development Island (UK),4.5,7157.0,99.5 total hours,508 lectures,All Levels,319.99,1599.99,"35,057 students"
259,Full Stack: Angular and Java Spring Boot E-Commerce Website,"Chad Darby, Harinath Kuntamukkala",4.6,7141.0,26 total hours,322 lectures,Intermediate,319.99,1699.99,"85,030 students"
260,Complete Elasticsearch Masterclass with Logstash and Kibana,"Imtiaz Ahmad, Job Ready Programmer Inc.",4.2,7092.0,6 total hours,27 lectures,All Levels,269.99,849.99,"40,313 students"
261,Natural Language Processing with Deep Learning in Python,Lazy Programmer Inc.,4.6,7091.0,12 total hours,95 lectures,Expert,269.99,419.99,"42,162 students"
262,The Complete Hands-On Introduction to Apache Airflow,Marc Lamberti,4.5,7088.0,2.5 total hours,90 lectures,All Levels,319.99,479.99,"37,209 students"
263,GCP: Complete Google Data Engineer and Cloud Architect Guide,Loony Corn,4.4,7032.0,28 total hours,226 lectures,All Levels,269.99,719.99,"48,318 students"
264,Unreal Engine Blueprint Game Developer,"Ben Tristem, GameDev.tv Team, Sam Pattuzzi",4.7,7016.0,10.5 total hours,72 lectures,Beginner,269.99,1399.99,"29,512 students"
265,Git a Web Developer Job: Mastering the Modern Workflow,Brad Schiff,4.8,6986.0,16 total hours,74 lectures,Beginner,269.99,1299.99,"34,456 students"
266,Web Development w/ Google’s Go (golang) Programming Language,Todd McLeod,4.7,6933.0,19 total hours,173 lectures,Intermediate,319.99,549.99,"52,188 students"
