,course_name,instructor,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,students_count
1386,UML Class Diagrams for Programmers,Riaan Nel,4.0,974.0,1.5 total hours,21 lectures,All Levels,229.99,849.99,"5,708 students"
1387,"Learn By Example: Hadoop, MapReduce for Big Data problems",Loony Corn,4.3,972.0,13.5 total hours,73 lectures,All Levels,269.99,719.99,"8,681 students"
1388,Projects in PHP and MySQL,"Eduonix Learning Solutions, Eduonix-Tech .",4.2,972.0,20 total hours,78 lectures,All Levels,269.99,529.99,"12,415 students"
1389,Complete C# Unity Developer: Create Games and Learn to Code,"Denis Panjuta, Tutorials.eu by Denis Panjuta",4.9,971.0,22.5 total hours,159 lectures,All Levels,269.99,1299.99,"5,837 students"
1390,Android Jetpack Compose: The Comprehensive Bootcamp [2022],"Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor",4.7,970.0,37 total hours,285 lectures,All Levels,229.99,1199.99,"7,105 students"
1391,Want to be a Big Data Scientist?,"V2 Maestros, LLC",4.7,969.0,1.5 total hours,13 lectures,Beginner,199.99,229.99,"12,535 students"
1392,Git & Github Master Course(2022),"Mohit Uniyal, Coding Minutes",4.6,969.0,11 total hours,98 lectures,All Levels,269.99,999.99,"10,197 students"
1393,"Git & GitHub with Eclipse, Android studio & IntelliJ",Bibhash Roy,4.7,968.0,8 total hours,62 lectures,All Levels,269.99,1399.99,"7,857 students"
1394,Spring Boot For Beginners,Nelson Jamal,4.7,967.0,1.5 total hours,20 lectures,All Levels,269.99,719.99,"6,975 students"
1395,The 7 Day Android App Bootcamp - Android Pie and Kotlin,Nick Walter,4.6,967.0,6 total hours,47 lectures,Beginner,269.99,1299.99,"4,957 students"
1396,Querying Microsoft SQL Server 2012 - (Exam No. 70-461),Compaq learning,4.5,967.0,6.5 total hours,115 lectures,All Levels,229.99,629.99,"3,411 students"
1397,AngularJS For .Net Developers From Scratch,Manzoor Ahmed,4.7,967.0,4.5 total hours,40 lectures,Intermediate,229.99,269.99,"5,744 students"
1398,Learning Linux Essentials: Taking your first steps in Linux,Andrew Mallett,4.4,966.0,8.5 total hours,154 lectures,Beginner,199.99,229.99,"5,853 students"
1399,SOFTWARE TESTING MASTERCLASS-2022-JIRA | AGILE | API Testing,"Testing World, Testing World Infotech",4.4,965.0,14 total hours,121 lectures,All Levels,229.99,729.99,"4,900 students"
1400,Creating a Responsive HTML Email,Chris Converse,4.0,963.0,1.5 total hours,34 lectures,All Levels,199.99,229.99,"5,786 students"
1401,Introduction to Azure SQL Database for Beginners,Artemakis Artemiou,4.4,963.0,8 total hours,53 lectures,Beginner,229.99,719.99,"4,440 students"
1402,Python Django Web Development: To-Do App,John Elder,4.1,960.0,2 total hours,31 lectures,Beginner,229.99,1199.99,"6,395 students"
1403,The Complete C# Programming Course,"Codestars • over 2 million students worldwide!, Tod Vachev",4.4,959.0,22 total hours,131 lectures,Beginner,319.99,1399.99,"4,512 students"
1404,MERN STACK 2022 UPDATE React Node from Scratch + 2 Projects,Ryan Dhungel,3.8,959.0,46 total hours,414 lectures,All Levels,199.99,229.99,"9,219 students"
1405,Swift 5 Programming For Beginners,Nick Walter,4.6,958.0,6 total hours,40 lectures,All Levels,269.99,1299.99,"5,542 students"
1406,The Complete Android Developer Course 2022 - Android 13,Vin Norman,4.3,952.0,29 total hours,168 lectures,All Levels,269.99,529.99,"4,349 students"
1407,The Complete 2020 Web Developer Master Course,Jesse Caine,4.1,951.0,66 total hours,360 lectures,All Levels,269.99,1299.99,"30,414 students"
1408,Probability for Statistics and Data Science,365 Careers,4.7,950.0,3.5 total hours,46 lectures,All Levels,229.99,1199.99,"12,028 students"
1409,CSS Bootcamp - Master CSS (CSS Grid / CSS Flexbox),"Code And Create, George Lomidze, Lasha Nozadze",4.8,949.0,11.5 total hours,89 lectures,All Levels,199.99,229.99,"5,304 students"
1410,Learn SSRS SQL Reporting & Business Intelligence Essentials,William Belisle,4.3,949.0,3.5 total hours,33 lectures,All Levels,229.99,799.99,"6,348 students"
1411,Automated  Software Testing with Puppeteer,Kaniel Outis,4.5,948.0,13.5 total hours,171 lectures,All Levels,199.99,229.99,"5,429 students"
1412,FastAPI - The Complete Course 2023 (Beginner + Advanced),Eric Roby,4.6,946.0,17.5 total hours,194 lectures,All Levels,269.99,679.99,"6,866 students"
1413,3D Programming with JavaScript and the Three.js 3D Library,"Tim Buchalka's Learn Programming Academy, Shay Tavor",3.6,945.0,5.5 total hours,56 lectures,Beginner,269.99,479.99,"6,308 students"
1414,Salesforce Visualforce Development: Create Visualforce pages,Deepika Khanna,4.6,942.0,6.5 total hours,59 lectures,All Levels,269.99,819.99,"5,192 students"
1415,AWS CodePipeline Step by Step,Emre Yilmaz • AWS Certified DevOps Engineer • Solutions Architect,4.6,941.0,10 total hours,68 lectures,All Levels,269.99,749.99,"6,242 students"
1416,Spring Boot E-Commerce Ultimate Course,Nam Ha Minh,4.6,939.0,84 total hours,315 lectures,All Levels,269.99,719.99,"7,385 students"
1417,SAP PI / SAP PO: Interface Development with Standard Adapter,Srinivas Vanamala,4.5,939.0,9 total hours,100 lectures,Intermediate,319.99,1599.99,"5,832 students"
1418,Complete Oracle ADF 12c Course for Beginners (step-by-step),Sameh Nassar,4.4,938.0,14.5 total hours,98 lectures,Beginner,269.99,619.99,"4,044 students"
1419,Using MySQL Databases With Python,John Elder,4.0,938.0,2 total hours,25 lectures,Beginner,229.99,1199.99,"8,896 students"
1420,Tweetme | Build a Twitter-like app step by step with Django,Justin Mitchel,3.8,937.0,10.5 total hours,77 lectures,Intermediate,269.99,1399.99,"60,219 students"
1421,Procedural Terrain Generation with Unity,"Penny de Byl, Penny @Holistic3D.com",4.6,936.0,15 total hours,86 lectures,Intermediate,199.99,229.99,"9,758 students"
1422,Advanced REST APIs with Flask and Python,"Jose Salvatierra, Teclado by Jose Salvatierra",4.8,936.0,12.5 total hours,135 lectures,Expert,269.99,1199.99,"15,088 students"
1423,Scaling Docker on AWS,Nick Janetakis,4.3,935.0,6.5 total hours,62 lectures,All Levels,229.99,269.99,"7,734 students"
1424,Java Spring Security,Trevor Page,4.3,935.0,3 total hours,15 lectures,Intermediate,199.99,229.99,"4,920 students"
1425,Artificial Intelligence (ARS): Build the Most Powerful AI,"Hadelin de Ponteves, Kirill Eremenko, Ligency I Team, Ligency Team",4.2,934.0,5 total hours,43 lectures,All Levels,229.99,1199.99,"9,189 students"
1426,PHP for Beginners: PHP Crash Course 2022,Web Coding,4.4,933.0,5 total hours,41 lectures,Beginner,199.99,229.99,"115,008 students"
1427,Beginning Test Driven Development in C++,Richard Wells,4.0,932.0,2.5 total hours,19 lectures,Beginner,269.99,319.99,"5,048 students"
1428,Architecting Big Data Solutions,"V2 Maestros, LLC",4.1,932.0,5.5 total hours,42 lectures,All Levels,199.99,229.99,"5,038 students"
1429,HTML5 Essentials for Beginners,Simon Sez IT,4.2,931.0,1.5 total hours,15 lectures,Intermediate,269.99,599.99,"12,793 students"
1430,DP-900 Azure Data Fundamentals 100% Original Practice Exam,"Scott Duffy  • 800.000+ Students, Software Architect.ca",4.4,929.0,159 questions,Beginner,Current price: E£269.99,319.99,765.8469641367806,"7,457 students"
1431,2022 Python Data Analysis & Visualization Masterclass,Colt Steele,4.7,929.0,20.5 total hours,201 lectures,Beginner,229.99,1199.99,"9,700 students"
1432,Master Apache Spark - Hands On!,"Imtiaz Ahmad, Job Ready Programmer Inc.",4.7,928.0,7 total hours,32 lectures,All Levels,269.99,719.99,"5,964 students"
1433,The Java Design Patterns Course,"Tim Buchalka's Learn Programming Academy, Jason Fedin",4.6,927.0,24 total hours,157 lectures,Intermediate,269.99,719.99,"10,578 students"
1434,Microsoft Excel VBA Fundamentals - Learn Basic Coding Skills,Sihle Mhlanga,4.4,927.0,3.5 total hours,59 lectures,Beginner,199.99,229.99,"20,186 students"
1435,WordPress for Absolute Beginners,Creative Online School,4.3,926.0,2.5 total hours,23 lectures,Beginner,229.99,749.99,"98,339 students"
1436,1 hour jQuery,John Bura,4.5,925.0,1 total hour,25 lectures,Beginner,229.99,719.99,"19,364 students"
1437,Selenium Python - Step by Step for Beginners with Framework,Raghav Pal,4.4,924.0,10 total hours,56 lectures,All Levels,229.99,349.99,"4,310 students"
1438,TDD in C# From A to Z,Engineer Spock,4.4,923.0,9.5 total hours,83 lectures,All Levels,269.99,719.99,"4,660 students"
1439,Automated Software Testing with WebdriverIO,Kaniel Outis,4.4,923.0,10 total hours,118 lectures,All Levels,199.99,229.99,"5,147 students"
1440,The Complete MATLAB Mastery - From a Beginner to an Expert,Tod Vachev,4.3,921.0,10 total hours,100 lectures,Beginner,269.99,1299.99,"6,217 students"
1441,Advanced Java Programming,Infinite Skills,4.2,920.0,8 total hours,101 lectures,Intermediate,229.99,479.99,"8,236 students"
1442,React styled components / styled-components [V5 EDITION],Tom Phillips,4.7,920.0,2 total hours,29 lectures,All Levels,199.99,229.99,"10,142 students"
1443,Flutter - Intermediate,Bryan Cairns,4.0,919.0,4 total hours,31 lectures,Intermediate,229.99,269.99,"81,878 students"
1444,Advanced Web Developer Course - Beginner to Advanced (2022),Fatah Gabrial,4.1,915.0,30.5 total hours,493 lectures,Beginner,269.99,1299.99,"60,179 students"
1445,Spring Boot For Software Engineers,Nelson Jamal,4.5,913.0,6.5 total hours,75 lectures,Expert,269.99,1299.99,"5,555 students"
1446,Master ASP.NET Core 3.1 Razor Pages,Bhrugen Patel,4.7,913.0,10 total hours,153 lectures,All Levels,269.99,1299.99,"4,764 students"
1447,Ultimate Python Bootcamp For Data Science & Machine Learning,Pruthviraja L,4.3,912.0,16 total hours,103 lectures,All Levels,269.99,319.99,"178,669 students"
1448,React Native and Redux Course using hooks,Mukesh Phulwani,3.7,911.0,14.5 total hours,72 lectures,All Levels,229.99,319.99,"103,738 students"
1449,Complete Blazor (WASM & Server) and ASP.NET API Development,Trevoir Williams,4.4,911.0,13 total hours,71 lectures,All Levels,269.99,1399.99,"12,436 students"
1450,"Basics of Python & arcpy , the Python library of ESRI ArcGIS",Ahmad Aburizaiza,4.2,910.0,2.5 total hours,20 lectures,Beginner,269.99,479.99,"3,805 students"
1451,The Complete C Programming Bootcamp,Byte Garage,4.5,909.0,25 total hours,160 lectures,All Levels,319.99,849.99,"5,209 students"
1452,The Complete C Developer Course - Build 7 Exciting Projects.,Prashant Shinde,4.1,909.0,16 total hours,316 lectures,All Levels,229.99,1199.99,"41,179 students"
1453,Learn Android Programming From Scratch - Basics,"Eduonix Learning Solutions, Eduonix-Tech ., Eduonix Support",3.9,909.0,3 total hours,23 lectures,Beginner,269.99,319.99,"91,567 students"
1454,"Spring Boot Unit Testing with JUnit, Mockito and MockMvc","Chad Darby, Eric Roby",4.6,907.0,10 total hours,136 lectures,Intermediate,229.99,1199.99,"7,388 students"
1455,C# Basics for Beginners - Learn C# Fundamentals by Coding,Tod Vachev,4.2,905.0,13.5 total hours,161 lectures,Beginner,269.99,1299.99,"3,710 students"
1456,Learning Oracle Application Express ( Oracle Apex ) Training,Infinite Skills,3.9,905.0,5.5 total hours,60 lectures,All Levels,269.99,479.99,"3,693 students"
1457,The Complete MacOS Developer Course - Apps for the Desktop!,"Nick Walter, Rob Percival, Codestars • over 2 million students worldwide!",3.7,905.0,21 total hours,173 lectures,All Levels,269.99,1399.99,"6,262 students"
1458,Java Reactive Programming [ From Scratch ],Vinoth Selvaraj,4.6,904.0,12 total hours,180 lectures,All Levels,199.99,229.99,"7,614 students"
1459,Make a Match-Three Puzzle Game in Unity,Wilmer Lin,4.7,904.0,16 total hours,107 lectures,Intermediate,319.99,719.99,"5,629 students"
1460,The Complete Guide to Combine Framework in iOS Using Swift,Mohammad Azam,4.6,903.0,7.5 total hours,97 lectures,All Levels,269.99,1399.99,"4,560 students"
1461,Mastering Thymeleaf with Spring Boot,"John Thompson • 433,000+ Enrollments Worldwide, Spring Ahead Code Academy",4.0,902.0,5 total hours,66 lectures,All Levels,269.99,599.99,"15,892 students"
1462,The Complete RxJava 3 For Android Development Masterclass,Anushka Madusanka,4.0,902.0,6.5 total hours,96 lectures,All Levels,269.99,719.99,"4,555 students"
1463,SQL Tutorial for Beginners - Learn SQL using 30 scenarios,Valuetech Academy,4.1,902.0,2.5 total hours,34 lectures,Beginner,719.99,765.8469641367806,"28,353 students"
1464,MERN Stack E-Commerce Mobile App with React Native [2022],"Tiago Pereira, Laila Sermon",4.1,902.0,18.5 total hours,206 lectures,All Levels,319.99,1399.99,"18,405 students"
1465,iOS 12: Learn to Code & Build Real iOS 12 Apps in Swift 4.2,"Caleb Stultz, Jonathan Burgoyne",4.7,900.0,52 total hours,255 lectures,All Levels,269.99,1299.99,"5,285 students"
1466,Projects In JavaScript & JQuery,"Eduonix Learning Solutions, Eduonix-Tech .",4.4,898.0,9 total hours,51 lectures,All Levels,229.99,529.99,"10,282 students"
1467,"From 0 to 1: Machine Learning, NLP & Python-Cut to the Chase",Loony Corn,4.2,898.0,20 total hours,94 lectures,All Levels,269.99,719.99,"8,718 students"
1468,"Build Your Startup with No Coding (Design, Develop & Ship)",Team Copilot,4.8,898.0,8 total hours,82 lectures,All Levels,269.99,319.99,"3,667 students"
1469,"Scala Applied, Part 2",Dick Wall,4.6,896.0,5 total hours,118 lectures,Beginner,199.99,229.99,"5,183 students"
1470,Design Patterns in Swift,Dmitri Nesteruk,4.6,896.0,8.5 total hours,113 lectures,Intermediate,269.99,719.99,"6,422 students"
1471,The Complete Apple Watch Developer Course - Build 14 Apps,"Rob Percival, Codestars • over 2 million students worldwide!",3.4,895.0,17.5 total hours,145 lectures,All Levels,269.99,719.99,"18,542 students"
1472,Kotlin Coroutines for Android Masterclass,Vasiliy Zukanov,4.6,895.0,12 total hours,82 lectures,Beginner,319.99,1399.99,"4,950 students"
1473,Complete Web Automation with Excel VBA,Daniel Strong,4.4,894.0,10 total hours,150 lectures,Intermediate,269.99,1299.99,"6,900 students"
1474,"MEAN Stack E-Commerce App: Angular 14, NX, PrimeNg [2022]",Fadi Nouh,4.4,891.0,28 total hours,232 lectures,All Levels,199.99,229.99,"13,134 students"
1475,"iOS 12 & Swift 5 - App Design, UI/UX plus Development",Gwinyai Nyatsoka,4.9,890.0,80.5 total hours,492 lectures,Beginner,229.99,1199.99,"5,761 students"
1476,"Clean Code with Java: Learn Simple Design, Refactoring & TDD",in28Minutes Official,4.3,889.0,4.5 total hours,48 lectures,All Levels,269.99,1299.99,"5,851 students"
1477,Manual Software Testing With Bug Reporting Tool JIRA  & ALM,kiran kumar kuchana,4.6,889.0,12 total hours,78 lectures,All Levels,269.99,529.99,"3,157 students"
1478,Angular Forms In Depth (Angular 14),Angular University,4.7,888.0,7 total hours,56 lectures,All Levels,319.99,649.99,"5,536 students"
1479,"Coding for beginners :( HTML,CSS,JavaScript,Python,C#,Ruby)",Bluelime Learning Solutions,4.3,886.0,22 total hours,236 lectures,Beginner,319.99,849.99,"7,994 students"
1480,"Web Scraping with Python: BeautifulSoup, Requests & Selenium","GoTrained Academy, Waqar Ahmed",4.0,886.0,8 total hours,72 lectures,Intermediate,269.99,719.99,"6,158 students"
1481,React Native Expo from Beginner to Pro :: Also with MeteorJS,"Thomas Scanlan, Frahaan Hussain",4.1,886.0,5.5 total hours,63 lectures,Beginner,269.99,319.99,"39,737 students"
1482,"Vue JS 3: Composition API (with Pinia, Firebase 9 & Vite)",Danny Connell,4.8,885.0,9 total hours,155 lectures,All Levels,199.99,229.99,"3,811 students"
1483,ASP.NET Core MVC - Up and Running Part 1 (.NET 5),"DotNet Mastery, Bhrugen Patel",4.6,884.0,7 total hours,100 lectures,Beginner,199.99,229.99,"3,889 students"
1484,ASP.NET Core 6.0 Course - MVC - Blazor - Razor - EF Core,"Denis Panjuta, Tutorials.eu by Denis Panjuta",4.5,883.0,13.5 total hours,129 lectures,All Levels,229.99,1199.99,"4,926 students"
1485,Learn the Art and Science of PCB Design with Eagle,Amit Rana,4.6,883.0,3.5 total hours,36 lectures,Beginner,229.99,719.99,"3,307 students"
1486,Object Oriented Programming (OOP) in PHP - Build An OOP Site,"Rob Percival, Codestars • over 2 million students worldwide!",4.2,882.0,2 total hours,36 lectures,All Levels,199.99,229.99,"7,237 students"
1487,"React practice course, learn by practicing",Coding Revolution,4.1,882.0,82 total hours,362 lectures,All Levels,199.99,229.99,"4,631 students"
1488,The Essential Android O Developer Course (Java),Jason Fedin,3.5,882.0,39 total hours,160 lectures,All Levels,199.99,229.99,"32,062 students"
1489,Web Security and Hacking for Beginners,One Month,4.3,881.0,5 total hours,75 lectures,Intermediate,269.99,319.99,"10,739 students"
1490,Build REST API with Spring Boot & Spring Data JPA,Infybuzz Learning,4.1,880.0,8 total hours,95 lectures,Beginner,269.99,319.99,"5,495 students"
1491,Java for Complete Beginners: Become Junior Java Developer,Luke's Programming School,4.1,876.0,2 total hours,41 lectures,Beginner,269.99,719.99,"43,990 students"
1492,Artificial Neural Networks (ANN) with Keras in Python and R,Start-Tech Academy,4.3,874.0,8.5 total hours,58 lectures,All Levels,199.99,229.99,"157,629 students"
1493,Break Away: Programming And Coding Interviews,Loony Corn,4.1,874.0,20 total hours,84 lectures,All Levels,269.99,719.99,"8,245 students"
1494,The Expert’s Guide of Selenium with Python | BDD Framework,Automation World,3.9,874.0,34 total hours,327 lectures,All Levels,269.99,729.99,"4,112 students"
1495,"Multithreading,Parallel & Asynchronous Coding in Modern Java",Pragmatic Code School,4.6,874.0,7 total hours,65 lectures,Intermediate,269.99,719.99,"7,378 students"
1496,Lumen Microservices: Create Services and APIs with Lumen,"JuanD MeGon, ProgramarYa By JuanDMeGon",4.4,873.0,4 total hours,62 lectures,All Levels,269.99,529.99,"3,146 students"
1497,Mastering SQL Server Reporting Services (SSRS) From Scratch,Kameswara Sarma Uppuluri,4.5,873.0,9 total hours,79 lectures,All Levels,269.99,479.99,"4,493 students"
1498,Learn Redis from Scratch,"Eduonix Learning Solutions, Eduonix-Tech .",3.8,871.0,3 total hours,32 lectures,Intermediate,229.99,419.99,"4,601 students"
1499,"Build Creative Website Using HTML5, CSS3, jQuery & Bootstrap",Irfan Dayan,4.7,871.0,28 total hours,165 lectures,All Levels,269.99,1299.99,"3,898 students"
1500,DevOps Fundamentals: Gain Solid Understanding,"Syed Raza, Syed Ali, ClayDesk E-learning, Qasim Shah",3.8,871.0,2.5 total hours,25 lectures,Beginner,269.99,679.99,"11,883 students"
1501,JavaScript Fundamentals: A Course for Absolute Beginners,Learnsector LLP,4.3,870.0,2.5 total hours,26 lectures,Beginner,199.99,229.99,"128,583 students"
1503,PSD to Responsive HTML5: Beginner to Advanced,Filip Kordanovski,4.5,869.0,6 total hours,47 lectures,All Levels,269.99,729.99,"5,112 students"
1504,Intro to Game Development using Unity - Part I,Ken DeVellis,4.2,868.0,1.5 total hours,13 lectures,Beginner,199.99,229.99,"25,964 students"
1505,Complete Time Series Analysis With Python,Minerva Singh,4.2,868.0,4.5 total hours,52 lectures,All Levels,229.99,1199.99,"5,167 students"
1506,Beginning Laravel 9 - From Novice to Professional (2022),"Eding Muhamad Saprudin, TutsPrime Online Education",4.5,867.0,27 total hours,281 lectures,All Levels,269.99,529.99,"24,316 students"
1507,The Complete Core Java Course : Learn to Code,Dezlearn Education,4.3,865.0,10.5 total hours,102 lectures,All Levels,229.99,719.99,"16,847 students"
1508,Tailwind CSS From Scratch | Learn By Building Projects,Brad Traversy,4.7,864.0,12.5 total hours,83 lectures,Beginner,229.99,579.99,"6,698 students"
1509,Bootstrap - Create 4 Real World Projects,"Code And Create, George Lomidze, Lasha Nozadze",4.7,862.0,10 total hours,64 lectures,All Levels,199.99,229.99,"5,059 students"
1510,Learn by Example : HBase - The Hadoop Database,Loony Corn,4.5,862.0,5 total hours,43 lectures,All Levels,229.99,719.99,"7,082 students"
1511,Unit testing your Javascript with jasmine,"Juan Lizarazo, Reynaldo Pena",4.4,859.0,6 total hours,86 lectures,Beginner,229.99,629.99,"5,338 students"
1512,Automated Software Testing with TestCafe,Kaniel Outis,4.3,858.0,9 total hours,101 lectures,All Levels,199.99,229.99,"3,543 students"
1513,Step by Step Rest API Testing using Python + Pytest +Allure,"Testing World Infotech, Testing Solution, Testing World",4.5,858.0,28.5 total hours,196 lectures,Intermediate,269.99,719.99,"5,392 students"
1514,Progressive Web Apps: The Concise PWA Masterclass,Ray Viljoen,4.7,857.0,6 total hours,46 lectures,All Levels,229.99,819.99,"5,984 students"
1515,Laravel API Development & Vue JS SPA from Scratch,Victor Gonzalez,4.1,856.0,5.5 total hours,49 lectures,Intermediate,269.99,719.99,"3,406 students"
1516,PHP Login and Registration System - Email Confirm Activation,"Edwin Diaz, Coding Faculty Solutions",4.4,855.0,6 total hours,57 lectures,All Levels,229.99,719.99,"5,933 students"
1517,JavaScript Masterclass 2021: Modern & Comprehensive,Hemil Patel,4.5,853.0,8.5 total hours,88 lectures,All Levels,229.99,999.99,"4,081 students"
1518,Java Collections from basics to Advanced,Basics Strong,4.4,853.0,11.5 total hours,104 lectures,All Levels,199.99,229.99,"6,853 students"
1519,Mastering ARKit for iOS,Mohammad Azam,4.8,852.0,16 total hours,156 lectures,All Levels,199.99,229.99,"6,075 students"
1520,DB2 For Beginners,Bluelime Learning Solutions,4.4,851.0,2 total hours,27 lectures,Beginner,269.99,579.99,"4,445 students"
1521,"Python 3: Project-based Python, Algorithms, Data Structures","Mashrur Hossain, Nathan House",4.6,850.0,14.5 total hours,102 lectures,All Levels,319.99,1399.99,"5,469 students"
1522,Data Engineering using AWS Data Analytics,"Durga Viswanatha Raju Gadiraju, Asasri Manthena, Perraju Vegiraju",4.5,850.0,26.5 total hours,434 lectures,Intermediate,229.99,269.99,"10,233 students"
1523,iOS 10 and Xcode 8 - Complete Swift 3 & Objective-C Course,Aaron Caines,4.1,849.0,45 total hours,219 lectures,Beginner,269.99,1399.99,"4,645 students"
1524,"Learn to build an e-commerce store with .Net, React & Redux",Neil Cummings,4.7,849.0,30 total hours,215 lectures,Beginner,349.99,1699.99,"5,375 students"
1525,Fundamental Data Analysis and Visualization Tools in Python,James Thomson,3.8,847.0,1 total hour,7 lectures,All Levels,229.99,269.99,"51,328 students"
1526,"React, Angular, Node In-Depth Guide: Beginner to Pro (2018)",Filip Jerga,4.6,847.0,63 total hours,476 lectures,All Levels,229.99,1199.99,"6,638 students"
1527,Projects in AngularJS - Learn by building 10 Projects,"Eduonix Learning Solutions, Eduonix-Tech .",4.0,846.0,13.5 total hours,72 lectures,All Levels,269.99,419.99,"8,336 students"
1528,Mastering Magento 2,Packt Publishing,4.3,846.0,4 total hours,22 lectures,Beginner,269.99,779.99,"4,117 students"
1529,Machine Learning Classification Bootcamp in Python,"Dr. Ryan Ahmed, Ph.D., MBA, Mitchell Bouchard, Ligency I Team, Ligency Team",4.6,846.0,11.5 total hours,82 lectures,Intermediate,269.99,1299.99,"8,358 students"
1530,SQL Server Reporting Services Part 2 (SSRS),Raphael Asghar,4.5,846.0,6.5 total hours,35 lectures,Beginner,199.99,229.99,"6,270 students"
1531,Cloud Computing Concepts,"Tek Smart Learning, Amit Arora, Sowjanya Kolli",4.0,845.0,2 total hours,8 lectures,All Levels,199.99,229.99,"2,041 students"
1532,Get into DevOps: The Masterclass,Releaseworks Academy,4.0,845.0,3.5 total hours,40 lectures,All Levels,269.99,1199.99,"4,490 students"
1533,EasyPy3: Python for Beginners,Adam Mir,4.4,844.0,4.5 total hours,65 lectures,Beginner,269.99,319.99,"59,612 students"
1534,Learn Dart Programming for Flutter,Smartherd Developers,4.6,844.0,4.5 total hours,42 lectures,All Levels,269.99,1399.99,"11,806 students"
1535,Ultimate Unity Overview (50+ Tools and Features Explained!),Code Monkey,4.8,841.0,9 total hours,57 lectures,All Levels,269.99,719.99,"6,151 students"
1536,Learn ETL Testing With Informatica PowerCenter Today,"The Startup Central Co., Tuhina Mehta",3.9,840.0,2 total hours,13 lectures,Intermediate,229.99,1199.99,"6,132 students"
1537,JavaScript for Kids: Code Your Own Games and Apps at Any Age,Bryson Payne,4.5,837.0,6.5 total hours,43 lectures,Beginner,229.99,319.99,"2,811 students"
1538,Learn XML Crash Course: Discover Essential XML Fundamentals,Simon Sez IT,4.4,836.0,2 total hours,18 lectures,Intermediate,269.99,599.99,"6,297 students"
1539,Python Course 2022 Learn by Python Projects & Python Quizzes,Temotec Learning Academy,4.0,835.0,10.5 total hours,176 lectures,All Levels,199.99,229.99,"140,630 students"
1540,Real World ASP.NET Web API Services for .NET Framework,Darren DeLoach,4.3,834.0,7.5 total hours,70 lectures,Intermediate,269.99,849.99,"4,248 students"
1541,Bash Shell Scripting Tutorial for Beginners,Yogesh Patel,4.4,834.0,10 total hours,87 lectures,All Levels,269.99,719.99,"9,014 students"
1542,ASP.NET Core 6 Identity and Security (SECOND EDITION),Aref Karimi,4.2,834.0,4.5 total hours,37 lectures,All Levels,229.99,349.99,"5,232 students"
1543,"Python, JS, & React | Build a Blockchain & Cryptocurrency",David Joseph Katz,4.6,833.0,15.5 total hours,137 lectures,All Levels,269.99,1299.99,"6,209 students"
1544,Practical MongoDB + PHP: For Absolute Beginners,Creative Online School,4.6,833.0,1.5 total hours,25 lectures,All Levels,229.99,1199.99,"165,534 students"
1545,How to Make a Freaking Android App,Nick Walter,4.6,832.0,6.5 total hours,49 lectures,Beginner,229.99,749.99,"3,819 students"
1546,Master RESTful APIs with Spring Boot 2 in 100 Steps,"Kalyan Reddy Daida | DevOps & SRE Architect on AWS, Azure & Google Cloud Platforms",4.4,832.0,13.5 total hours,111 lectures,All Levels,199.99,229.99,"10,965 students"
1547,Build A Search Engine With Python: Computer Science & Python,"A State Of Data, Mariam Qotob",4.3,831.0,5 total hours,156 lectures,All Levels,229.99,849.99,"168,298 students"
1548,Build Your First iPhone App - iOS 14 Apps Using Swift 5,Nick Walter,4.6,831.0,9.5 total hours,64 lectures,Beginner,229.99,1199.99,"4,892 students"
1549,Scratch Programming - Build 14 Games in Scratch 3.0 Bootcamp,"Dr. Chris Mall • 30,000+ Students Worldwide, Mall Academy",4.0,831.0,10 total hours,68 lectures,Beginner,269.99,419.99,"6,153 students"
1550,Master Python programming by solving scientific projects,Mike X Cohen,4.8,830.0,37 total hours,171 lectures,Beginner,199.99,229.99,"7,351 students"
1551,Java Object Oriented Programming:OOPS OOAD & Design Patterns,Basics Strong,4.2,830.0,11 total hours,82 lectures,Intermediate,199.99,229.99,"5,610 students"
1552,SolidWorks Complete Course: Learn 3D Modeling in SolidWorks,Sattha - SolidWorks 3D Modeling,3.9,830.0,6 total hours,96 lectures,Beginner,269.99,1299.99,"12,966 students"
1553,Java: Multi-threading and Concurrency Simplified,Sagar Uppuluri,4.6,827.0,4.5 total hours,61 lectures,All Levels,269.99,479.99,"24,063 students"
1554,Concurrency in Go (Golang),Deepak kumar Gunjetti,4.4,826.0,5 total hours,77 lectures,Intermediate,199.99,229.99,"12,630 students"
1555,The Complete Quality Assurance Course- Learn QA from Scratch,Victor Gorinov,4.5,826.0,9.5 total hours,88 lectures,All Levels,319.99,1599.99,"7,588 students"
1556,Python Programming Beyond The Basics & Intermediate Training,SDE Arts | Octavo,4.1,825.0,2.5 total hours,51 lectures,Intermediate,269.99,749.99,"147,841 students"
1557,Programming in SAS for beginners,Analytics Leap,4.2,824.0,6.5 total hours,61 lectures,All Levels,229.99,779.99,"6,165 students"
1558,Complete FrontEnd Web Development and Design HTML CSS JS,Laurence Svekis,4.3,823.0,22 total hours,250 lectures,Beginner,269.99,1399.99,"16,146 students"
1559,Learn Advanced Python Programming,Khan School,4.4,822.0,30.5 total hours,174 lectures,Intermediate,269.99,849.99,"7,167 students"
